sdg,attack,mean_ra,outlier_mean,non_outlier_mean,outlier_penalty,mannwhitney_p,race_White,race_API,race_AI/AN,race_Black,race_Other,sex_Male,sex_Female
ARF,NaiveBayes,0.0014596862286727762,0.0021927149633408716,0.0013782385914874323,1.5909545537935013,0.00020341484036613295,0.0014341977541088347,0.0021215424368682813,0.0013230432597257675,0.001470467644237911,0.0016740521138860064,0.0014290232749331686,0.0015245762625916526
ARF,RandomForest,0.002119519944990236,0.0024929337470779725,0.002078029522536043,1.19966233397665,0.007438859525091108,0.002142148927135766,0.0024180764601986347,0.001786899405075801,0.0018609158984716706,0.0021772712065899337,0.002136865350760489,0.002082812980021152
ARF,CoBP-RA_graphQI_entropyBP,0.0025811557326093065,0.003169497410941012,0.0025157844350168945,1.259844590349303,0.0806147008773083,0.002604611656390892,0.0030673415264934082,0.002647875010201018,0.0021719723320462233,0.0032182946737999607,0.002586135604113563,0.002570617151311267
ARF,MLP,0.002641484712210983,0.003380738787602641,0.0025593453705007986,1.3209388723262139,0.06896232846553048,0.0026559309726195885,0.0032215613287148734,0.002724412976105419,0.0023138116347664393,0.002793471985654807,0.002712693970261353,0.0024907891461716973
ARF,LightGBM,0.0024003627048218234,0.002737249926935927,0.002362930791253589,1.1584130762813214,1.574030546446826e-06,0.002447448458078364,0.00261492333132383,0.001780620779902909,0.0019979073827930405,0.0023111412509657504,0.0024352497504843257,0.0023265334972512233
AIM_eps1,Mode,0.0010810070665696612,0.0008098460030069017,0.0011111360736321902,0.728845028277768,3.5234068494530784e-42,0.0011085475089519098,0.00119116605104879,0.0008497108425838464,0.0008598446835625395,0.0007043227961061531,0.0012475284725724756,0.0007286085411208882
AIM_eps1,KNN,0.001769971813741169,0.0015272052068072434,0.0017969458811782715,0.8498893721862358,2.2107925403137338e-23,0.0018641588853159207,0.0015157200227179965,0.0010853976547126512,0.001170917226789515,0.0009035951534964323,0.0018860752097600553,0.001524269675266798
AIM_eps1,NaiveBayes,0.0018378096949502847,0.0024028388359520745,0.0017750286792834191,1.353690148218959,0.07770176742275832,0.0018359822107850657,0.001964937245335547,0.0019969373457304988,0.0018324208434115788,0.0013399405906157624,0.0018633264173606645,0.0017838102989113668
AIM_eps1,RandomForest,0.0024507920289893424,0.002456050147683686,0.0024502077935788596,1.0023844320959787,0.044876983457298084,0.0025107441624997572,0.0026604235089547693,0.00176219108926022,0.002004462061167785,0.0015490626519619867,0.0025630639300180825,0.0022131982365661035
AIM_eps1,CoBP-RA_graphQI_entropyBP,0.0026646007015614166,0.0031541817592854256,0.002610202806258749,1.208404861002495,2.645613881433936e-06,0.002707390632521823,0.0029741281442235605,0.0025486427138724176,0.0022577368158849084,0.00199151061729477,0.002743397054008886,0.002497849056353948
AIM_eps1,MLP,0.0027080844478692538,0.003099085826918718,0.002664639850197091,1.1630411617125267,0.001867494789519736,0.0027470857207443824,0.0030523811507907435,0.0025578736816432718,0.0023484653257224153,0.0017322598911890695,0.002776986452081097,0.00256227157451225
AIM_eps1,LightGBM,0.002546994244535069,0.002773657023173569,0.0025218094913530137,1.0998677864779678,0.0342188968852768,0.002599325418201717,0.0029695763294063596,0.002293758740267858,0.0020492987600916825,0.0016972270524049943,0.002684228520870433,0.002256574185141658
MST_eps1,Mode,0.0008111461300301674,0.0006287842262862481,0.0008314085637794917,0.7562878874230791,2.7902945569848467e-55,0.0008320362770881726,0.0008507550138889557,0.0006031016072807182,0.0006673149514681028,0.0004338724695681227,0.0008612413852618961,0.0007051327681483756
MST_eps1,KNN,0.0021030013804484485,0.0019780319132996463,0.0021168868767983155,0.9344060539934566,1.3978402914275223e-22,0.002187235470506827,0.002137407874722812,0.0014221551083849035,0.0015131108752561152,0.0010347815359300178,0.002128998607554464,0.0020479851232727084
MST_eps1,NaiveBayes,0.0013167876856861945,0.001363995776434118,0.0013115423422697585,1.039993702432499,4.5781211846946417e-14,0.0013200323870309677,0.0018209573142042013,0.0011876496138247944,0.001158474012679048,0.0011082307320877515,0.0012690566793914439,0.0014177977398300559
MST_eps1,RandomForest,0.0024510834711524818,0.002441827026741821,0.002452111964975889,0.9958056816405735,0.002318897961559019,0.0025162727419291027,0.0027030801889568476,0.001718928108552942,0.0019449591267684284,0.001629604956873966,0.002455605405364762,0.002441513993048525
MST_eps1,CoBP-RA_graphQI_entropyBP,0.002730319951855304,0.0030763618681912013,0.0026918708500402043,1.1428341252498255,0.8448853090730519,0.0027873478174116673,0.002953559392489833,0.0022333465271329954,0.0022941142988021743,0.0016961918936831703,0.0027844888068172284,0.0026156858932556053
MST_eps1,MLP,0.002774995074372776,0.0035026440053179727,0.0026941451931566424,1.3000947440453416,2.26806421988801e-11,0.002797622829540315,0.0035836013435569265,0.002259991318799749,0.0024301847018630995,0.002065628927891488,0.0027765835385617317,0.0027716335099267804
MST_eps1,LightGBM,0.002662931888699233,0.00323601425624014,0.002599256070083577,1.244977089208486,0.002823278840511738,0.002690730063163842,0.003572749701281964,0.0022294566754070106,0.002223207591129115,0.0020868006411903614,0.002663680419668894,0.002661347820822957
MST_eps1000,Mode,0.0008111461300301674,0.0006287842262862481,0.0008314085637794917,0.7562878874230791,2.7902945569848467e-55,0.0008320362770881726,0.0008507550138889557,0.0006031016072807182,0.0006673149514681028,0.0004338724695681227,0.0008612413852618961,0.0007051327681483756
MST_eps1000,KNN,0.0022155899846191575,0.0021554742087108265,0.002222269515275638,0.9699427517204067,6.190618267057789e-11,0.002315249050072114,0.0018875670432078758,0.0015023441946661002,0.0015827832980231773,0.0015263010351860694,0.0022260674506898582,0.0021934171980544535
MST_eps1000,NaiveBayes,0.002732865546637469,0.004047386551989539,0.0025868076571539055,1.5646260133784406,5.26206428785794e-22,0.0027035238126692823,0.004058925378485134,0.003191412034044973,0.002498649767934781,0.003022749130653874,0.002842372320003674,0.002501123415777419
MST_eps1000,RandomForest,0.002848009550252457,0.0035824339534606775,0.0027664068387848765,1.2949772619251603,4.485250776840908e-05,0.002907326392370242,0.0039697479432410825,0.00197508850950672,0.002054040819201273,0.003127650749364433,0.0029204029324442415,0.0026948080985652
MST_eps1000,CoBP-RA_graphQI_entropyBP,0.0032469327455694748,0.005376203980099175,0.0030103470528439528,1.7859083639609379,8.43390502290641e-47,0.0032457265496682176,0.005041381326207453,0.0031665388618110336,0.002646073221417681,0.003994828132610559,0.003263542268940758,0.00321178308112124
MST_eps1000,MLP,0.0032325417652201253,0.005407240386211311,0.0029909085851099943,1.8078922281780314,1.5931055139377854e-50,0.003213694150319132,0.005120728855086187,0.003452963720286598,0.0027177979378041226,0.0040477605801867095,0.0032270295912244806,0.0032442068239937087
MST_eps1000,LightGBM,0.0031789983722843545,0.005280875421743122,0.0029454564779000467,1.7928886274049123,4.3195012882673256e-47,0.003160236265066846,0.005127911843890321,0.0031892737011933346,0.0026579293510869523,0.004116569413684875,0.0032147555218697203,0.0031033278198274454
