sdg,attack,mean_ra,outlier_mean,non_outlier_mean,outlier_penalty,mannwhitney_p,race_White,race_API,race_AI/AN,race_Black,race_Other,sex_Male,sex_Female
CellSuppression,Mode,0.0017260962566722892,0.0017968692901608005,0.001718232586284677,1.0457660415148797,4.107270533405683e-34,0.0018582134946197979,0.0011632594232432482,0.0009513948862979204,0.0009113339551528958,0.0007849390792843497,0.0019917772942748936,0.0011638525899975347
CellSuppression,KNN,0.3452227405664927,0.6729919385373854,0.30880394079194906,2.179350227239494,1.9947888272636985e-68,0.3129859248714936,0.5316422188224678,0.03939188579533671,0.6224336783803244,0.0028160470479341774,0.30168100409390786,0.4373673128274225
CellSuppression,NaiveBayes,0.3211084501095062,0.6258657614742661,0.287246526624533,2.178845359172439,1.6075013581170055e-113,0.29057555934725565,0.4716102660907888,0.04134541435383258,0.5902708882685371,0.004613372490825738,0.2760830244030271,0.4163928583278607
CellSuppression,RandomForest,0.3463266028992274,0.6719007331947255,0.31015169953306093,2.166361603712907,1.0436195305921483e-121,0.31441299204308926,0.5317033456410432,0.0405890367022291,0.6211187745379365,0.0031231661739114826,0.3026114082377924,0.43883825355232936
CellSuppression,CoBP-RA_graphQI_entropyBP,0.3465861265249416,0.6719692963828391,0.3104324409851751,2.164623304994498,4.340204045508641e-143,0.31482381804077836,0.5305517017139852,0.04159724901715687,0.6203571417998761,0.0044667129742243135,0.3031410995609862,0.4385260386820685
CellSuppression,MLP,0.006301222077974911,0.017583347128530054,0.005047652627913228,3.483470124567439,1.8701740550520335e-96,0.006176166445778111,0.017382320485410715,0.0039462639299078055,0.004245873820392423,0.004807866564636215,0.006393399651752986,0.006106152615984599
CellSuppression,LightGBM,0.007965258608556923,0.02208090337968101,0.00639685363398758,3.4518381446718407,7.128867580168049e-109,0.007274442971909567,0.016211219554669604,0.0037515272250802944,0.011036802947835067,0.01838765517458172,0.00683139728718412,0.010364776288034238
RankSwap,Mode,0.001076343578285368,0.000883472162550298,0.0010977737355892644,0.8047852976515846,3.920365396267405e-34,0.0010962190318698022,0.0011632594232432482,0.0009513948862979204,0.0009113339551528958,0.0007849390792843497,0.0011777106068275901,0.0008618270650942709
RankSwap,KNN,0.0026671753257082875,0.005030652338499085,0.002404566768731532,2.0921242046245516,7.012254811901237e-103,0.002486709059263711,0.005705968123144395,0.004050904423972048,0.00291242006810521,0.005577998179922625,0.0025449885360395966,0.0029257513583166015
RankSwap,NaiveBayes,0.0021206371664446028,0.00279060995312323,0.0020461957457025334,1.3638040050587203,0.0005444115553261464,0.00214978336438391,0.0024081026837484104,0.0031310012267576244,0.0016366973338270033,0.002587468756840808,0.002194307391496655,0.001964733614456916
RankSwap,RandomForest,0.0028688153866822047,0.004591622786624468,0.0026773923422441755,1.7149607527359232,2.2025100121777667e-58,0.0027479838204274927,0.0051632245297089235,0.0050304416612744944,0.002812180546433047,0.004920093071556803,0.002851402201018749,0.0029056657898733937
RankSwap,CoBP-RA_graphQI_entropyBP,0.0029234623602205087,0.004669799128530036,0.00272942494151945,1.7109095243814965,5.443067129584358e-55,0.0027995910053134295,0.004908761091926732,0.005161946146706066,0.0029790889012788384,0.0050211323696223486,0.002845402024023306,0.0030886564216462487
RankSwap,MLP,0.0025513336401794965,0.0031146238702914487,0.0024887458368337244,1.2514833070515508,2.0796020098987315e-06,0.002556832736295601,0.0034753981260628314,0.002566449996249596,0.0021549924620494765,0.003325000352251332,0.0025816353610346237,0.002487208060146101
RankSwap,LightGBM,0.002617038785375345,0.0037351692602158137,0.0024928020659486265,1.4983818054541,5.849441316872874e-26,0.0025452337849899203,0.0041640409213467115,0.004138171688879261,0.0024850571725979847,0.00404772173368505,0.002630004827692366,0.002589599585196197
Synthpop,Mode,0.0012738273957351833,0.000883472162550298,0.001317200199422393,0.6707197303323447,3.6570299978813328e-34,0.0013278172697609896,0.0011632594232432482,0.0009513948862979204,0.0009113339551528958,0.0007849390792843497,0.0014685128707796083,0.0008618270650942709
Synthpop,KNN,0.01472141924496838,0.011854739666356034,0.015039939198147528,0.7882172600681913,0.0005663613017677475,0.015357840003569392,0.009485325981974884,0.020998165147137215,0.011069059180485449,0.0026627417809201915,0.014250297574419864,0.01571842369018339
Synthpop,NaiveBayes,0.016996494902710504,0.021578271399210168,0.01648740862532165,1.3087727665140707,1.0936796457914932e-75,0.016459428703124123,0.015674283721864662,0.03171557453528112,0.02039202642315137,0.0183665473047036,0.015975032572266148,0.019158149837596013
Synthpop,RandomForest,0.017141568455929554,0.016858391543195093,0.01717303255734449,0.9816781914843087,2.71020076395686e-09,0.018134866527898915,0.010223371573771262,0.012164717260559298,0.012232335316297032,0.0036877631300138614,0.01778784391107687,0.015773897338476933
Synthpop,CoBP-RA_graphQI_entropyBP,0.017060391815952685,0.01729331422514234,0.017034511548264943,1.015192844018105,3.1385766225443574e-46,0.017957890935519694,0.01462325199339121,0.013477338883457228,0.011350785963712117,0.0045373977383460695,0.017276312529670126,0.016603452717524777
Synthpop,MLP,0.018910383204519546,0.023335690085391825,0.01841868243997818,1.26695762096105,2.6401630802770512e-46,0.019289292221824978,0.01956498724775948,0.0322515215483149,0.014121537106624624,0.01731099839346156,0.02010835703872715,0.016375188343782928
Synthpop,LightGBM,0.003730875147311099,0.0057827670399295495,0.0035028871592423815,1.6508573576718553,2.53721632108412e-43,0.00361322924207997,0.005478786919820583,0.0036839169580824803,0.0041450509825401655,0.004521287949966405,0.0037020250391179435,0.0037919287729700933
TabDDPM,Mode,0.001175772722300187,0.000883472162550298,0.0012082505622723963,0.7311994632046545,3.455793625192385e-34,0.0012128241028382773,0.0011632594232432482,0.0009513948862979204,0.0009113339551528958,0.0007849390792843497,0.0013241237183204758,0.0008618270650942709
TabDDPM,KNN,0.015818463997874614,0.03830423187129037,0.013320045345272867,2.8756832937422474,9.878959152450966e-43,0.013982998928893155,0.04274684606588593,0.07478688756479346,0.017427242437576908,0.008752883772247318,0.01397148629811591,0.019727103935257402
TabDDPM,NaiveBayes,0.010204626016884641,0.029210583930888608,0.008092852915328646,3.6094297321975217,1.755212563904039e-53,0.00900844450057753,0.024288641664578236,0.05231288575456546,0.011973855408106115,0.005329745325577356,0.009041445350321687,0.012666190338052928
TabDDPM,RandomForest,0.01644148702583769,0.04158814085531644,0.01364741437811783,3.0473274792621945,3.7986231753608206e-75,0.013950653608699307,0.04567514936101486,0.08478395761187901,0.022054558873539853,0.008514998410770394,0.014917458560842107,0.019666690299687806
TabDDPM,CoBP-RA_graphQI_entropyBP,0.015851819774816853,0.03952593927746707,0.013221362052300161,2.9895512369386044,5.150845303297886e-90,0.013593082446018836,0.04647340666383448,0.06539379992348818,0.02080720440062312,0.010908475035672535,0.01384752964945928,0.02009336986559382
TabDDPM,MLP,0.005263284522202737,0.012420307092933956,0.004468059792121489,2.7797987651899,1.6927154633293192e-93,0.005078206306620463,0.011681233690081866,0.006659934092162405,0.004597568777620045,0.0065580348373071844,0.005125374545007937,0.005555134523801331
TabDDPM,LightGBM,0.002437115245963936,0.0035989180944921632,0.0023080260405719108,1.5593056712654678,1.2065977248430494e-35,0.002329313918478857,0.0041802286832726245,0.003271833808552894,0.002672299554975973,0.0032480513403943677,0.002309626612245924,0.002706911229628325
CTGAN,Mode,0.0011759774729488389,0.000883472162550298,0.001208478062993121,0.7310618120465849,3.689026082873854e-34,0.0012130642232190117,0.0011632594232432482,0.0009513948862979204,0.0009113339551528958,0.0007849390792843497,0.0013244252212635654,0.0008618270650942709
CTGAN,KNN,0.001887843858537238,0.0017901041248048841,0.0018987038289519438,0.9428032416161476,1.2631203002862058e-20,0.0019213438246362764,0.0017653248982794124,0.0015709926374548853,0.001697957490299576,0.001506808971349397,0.0019360478848413304,0.0017858327826160499
CTGAN,NaiveBayes,0.001519744143000901,0.001623175616035328,0.0015082517571081869,1.076196734653562,0.000311288557985616,0.0015436479842793325,0.0016151398174442657,0.0017115048780714213,0.001266081929249042,0.001470166061928462,0.0015995756379579224,0.001350801892376677
CTGAN,RandomForest,0.002223025577256944,0.0022501957279566823,0.0022200066716236396,1.013598633156793,1.651801111800136e-06,0.0022640742320722525,0.0022235638372870683,0.001782577410184984,0.001945018997233605,0.00180291666128598,0.002319770512412026,0.0020182905025800477
CTGAN,CoBP-RA_graphQI_entropyBP,0.0027384152702089127,0.0032631869635597302,0.0026801073042810432,1.2175583262458598,0.09117627304975862,0.0027690136037839892,0.0034155211879080827,0.0025035173544750563,0.002267735703154977,0.002981547713421713,0.0028519123079019924,0.002498228799977157
CTGAN,MLP,0.002733836639628003,0.002776307603001133,0.0027291176436976547,1.0172912880514529,0.000784228298729214,0.002801140219400376,0.0033092161630579628,0.002269592973507444,0.002068142088695902,0.002061720522106286,0.002900075366775165,0.0023820363292333686
CTGAN,LightGBM,0.002425585027356719,0.0023095076128217588,0.0024384825178606034,0.9471085381608557,1.8112855251372e-10,0.0024970606432027096,0.0025305916160097363,0.0022702681132959926,0.001813129886687041,0.002116562763790916,0.002563309581498277,0.0021341274246221217
TVAE,Mode,0.001078428036788405,0.0009233061241064495,0.0010956638048641779,0.8426910882767599,3.16440489268501e-14,0.0010956986688648856,0.0011601143240314378,0.001015788128183431,0.0009257601764870002,0.000859225017238725,0.0012106576120056163,0.0007985991040055815
TVAE,KNN,0.0023986242371449597,0.0017541607853999483,0.0024702312873388496,0.7101200581463303,5.1879521101379116e-48,0.002500691478351756,0.0017011557672767606,0.0016529073535903665,0.0018593623609314159,0.0017873258016300921,0.0024860037938577973,0.002213708509617107
TVAE,NaiveBayes,0.0014179521409916035,0.0018863666020254703,0.0013659060897656182,1.381036819558481,2.9501266969263957e-12,0.00140315710139715,0.0014844327027208125,0.0010906398441533787,0.0015336342492141405,0.0017811504562692713,0.0014320000767816163,0.0013882233993431216
TVAE,RandomForest,0.00264919599557607,0.0025600173074455577,0.0026591047387016825,0.9627365444414556,3.041511378063118e-08,0.002735354328954187,0.0023512116204740673,0.002032291094574648,0.002100554611152597,0.0021384417925931634,0.0027426546988207137,0.0024514153618165275
TVAE,CoBP-RA_graphQI_entropyBP,0.0032248323941492,0.00418535210449194,0.0031181079818888963,1.3422729837459078,1.2342106289621222e-11,0.0032428051825045805,0.004002422813970863,0.0032741749949398084,0.0027618530849024673,0.004016832942929499,0.003282563223544046,0.00310266035849311
TVAE,MLP,0.0031054122228071647,0.00388219667842588,0.0030191028388495303,1.2858775886896396,3.5547561992512975e-07,0.003155035646985502,0.0035779218738127452,0.003260919136241099,0.002484397731275849,0.0034702379032000913,0.0031557201683449997,0.002998948758130495
TVAE,LightGBM,0.0027241392676782715,0.0035081018480846472,0.0026370323142997855,1.330321903550946,0.00013565008316758482,0.0027367326919577203,0.003422006174754675,0.002664113028705536,0.0023806667183233605,0.003013518870839704,0.0028168441253688314,0.0025279539487076917
ARF,Mode,0.0010811969009071013,0.0008736386471120032,0.0011042589291065566,0.7911537992442175,1.0149775990545412e-28,0.001101310104054234,0.0011274371846044585,0.0010195791003788967,0.000917279830535443,0.0008305784357864408,0.001225615838640806,0.0007755724053790264
ARF,KNN,0.0019081902345260608,0.001776146197823647,0.0019228617941596626,0.9236993543781268,1.9226612612673032e-15,0.0019497083083929497,0.0018433512635312953,0.0014073390300904127,0.001641191213552954,0.001654538336802642,0.0019461885436563929,0.0018277768604830298
