dataset,size,sample,sdg,qi,eq_threshold,rare_threshold,feature,n_targets,n_es,n_is,n_rs,n_eirs,ds
adult,1000,1,RankSwap,QI1,5,0.1,capital-gain,1000,954,440,95,0,0.0
adult,1000,1,RankSwap,QI1,5,0.1,capital-loss,1000,954,470,43,0,0.0
adult,1000,1,RankSwap,QI1,5,0.1,hours-per-week,1000,954,144,563,18,0.018
adult,1000,1,RankSwap,QI1,5,0.1,income,1000,954,401,0,0,0.0
adult,1000,1,RankSwap,QI1,5,0.1,_overall,1000,954,503,1000,86,0.086
adult,1000,1,Synthpop,QI1,5,0.1,workclass,1000,954,317,294,9,0.009
adult,1000,1,Synthpop,QI1,5,0.1,fnlwgt,1000,954,33,1000,31,0.031
adult,1000,1,Synthpop,QI1,5,0.1,education-num,1000,954,476,272,61,0.061
adult,1000,1,Synthpop,QI1,5,0.1,occupation,1000,954,129,381,26,0.026
adult,1000,1,Synthpop,QI1,5,0.1,relationship,1000,954,398,75,8,0.008
adult,1000,1,Synthpop,QI1,5,0.1,capital-gain,1000,954,423,95,3,0.003
adult,1000,1,Synthpop,QI1,5,0.1,capital-loss,1000,954,449,43,0,0.0
adult,1000,1,Synthpop,QI1,5,0.1,hours-per-week,1000,954,122,563,21,0.021
adult,1000,1,Synthpop,QI1,5,0.1,income,1000,954,382,0,0,0.0
adult,1000,1,Synthpop,QI1,5,0.1,_overall,1000,954,476,1000,122,0.122
adult,1000,1,TabDDPM,QI1,5,0.1,workclass,1000,954,647,294,140,0.14
adult,1000,1,TabDDPM,QI1,5,0.1,fnlwgt,1000,954,146,1000,145,0.145
adult,1000,1,TabDDPM,QI1,5,0.1,education-num,1000,954,754,272,171,0.171
adult,1000,1,TabDDPM,QI1,5,0.1,occupation,1000,954,515,381,167,0.167
adult,1000,1,TabDDPM,QI1,5,0.1,relationship,1000,954,701,75,43,0.043
adult,1000,1,TabDDPM,QI1,5,0.1,capital-gain,1000,954,708,95,32,0.032
adult,1000,1,TabDDPM,QI1,5,0.1,capital-loss,1000,954,735,43,13,0.013
adult,1000,1,TabDDPM,QI1,5,0.1,hours-per-week,1000,954,539,563,275,0.275
adult,1000,1,TabDDPM,QI1,5,0.1,income,1000,954,688,0,0,0.0
adult,1000,1,TabDDPM,QI1,5,0.1,_overall,1000,954,754,1000,465,0.465
adult,1000,1,TVAE,QI1,5,0.1,workclass,1000,954,290,294,0,0.0
adult,1000,1,TVAE,QI1,5,0.1,fnlwgt,1000,954,0,1000,0,0.0
adult,1000,1,TVAE,QI1,5,0.1,education-num,1000,954,381,272,6,0.006
adult,1000,1,TVAE,QI1,5,0.1,occupation,1000,954,98,381,8,0.008
adult,1000,1,TVAE,QI1,5,0.1,relationship,1000,954,325,75,0,0.0
adult,1000,1,TVAE,QI1,5,0.1,capital-gain,1000,954,315,95,0,0.0
adult,1000,1,TVAE,QI1,5,0.1,capital-loss,1000,954,341,43,0,0.0
adult,1000,1,TVAE,QI1,5,0.1,hours-per-week,1000,954,126,563,2,0.002
adult,1000,1,TVAE,QI1,5,0.1,income,1000,954,301,0,0,0.0
adult,1000,1,TVAE,QI1,5,0.1,_overall,1000,954,402,1000,15,0.015
adult,1000,2,ARF,QI1,5,0.1,workclass,1000,953,113,302,1,0.001
adult,1000,2,ARF,QI1,5,0.1,fnlwgt,1000,953,0,1000,0,0.0
adult,1000,2,ARF,QI1,5,0.1,education-num,1000,953,106,304,3,0.003
adult,1000,2,ARF,QI1,5,0.1,occupation,1000,953,23,280,4,0.004
adult,1000,2,ARF,QI1,5,0.1,relationship,1000,953,162,82,0,0.0
adult,1000,2,ARF,QI1,5,0.1,capital-gain,1000,953,153,81,0,0.0
adult,1000,2,ARF,QI1,5,0.1,capital-loss,1000,953,161,49,0,0.0
adult,1000,2,ARF,QI1,5,0.1,hours-per-week,1000,953,25,503,4,0.004
adult,1000,2,ARF,QI1,5,0.1,income,1000,953,167,0,0,0.0
adult,1000,2,ARF,QI1,5,0.1,_overall,1000,953,232,1000,12,0.012
adult,1000,2,CellSuppression,QI1,5,0.1,workclass,1000,953,649,302,125,0.125
adult,1000,2,CellSuppression,QI1,5,0.1,fnlwgt,1000,953,508,1000,501,0.501
adult,1000,2,CellSuppression,QI1,5,0.1,education-num,1000,953,757,304,208,0.208
adult,1000,2,CellSuppression,QI1,5,0.1,occupation,1000,953,564,280,134,0.134
adult,1000,2,CellSuppression,QI1,5,0.1,relationship,1000,953,711,82,48,0.048
adult,1000,2,CellSuppression,QI1,5,0.1,capital-gain,1000,953,730,81,31,0.031
adult,1000,2,CellSuppression,QI1,5,0.1,capital-loss,1000,953,737,49,21,0.021
adult,1000,2,CellSuppression,QI1,5,0.1,hours-per-week,1000,953,593,503,241,0.241
adult,1000,2,CellSuppression,QI1,5,0.1,income,1000,953,708,0,0,0.0
adult,1000,2,CellSuppression,QI1,5,0.1,_overall,1000,953,757,1000,574,0.574
adult,1000,2,CTGAN,QI1,5,0.1,workclass,1000,953,126,302,2,0.002
adult,1000,2,CTGAN,QI1,5,0.1,fnlwgt,1000,953,0,1000,0,0.0
adult,1000,2,CTGAN,QI1,5,0.1,education-num,1000,953,90,304,1,0.001
adult,1000,2,CTGAN,QI1,5,0.1,occupation,1000,953,25,280,3,0.003
adult,1000,2,CTGAN,QI1,5,0.1,relationship,1000,953,77,82,0,0.0
adult,1000,2,CTGAN,QI1,5,0.1,capital-gain,1000,953,134,81,0,0.0
adult,1000,2,CTGAN,QI1,5,0.1,capital-loss,1000,953,241,49,0,0.0
adult,1000,2,CTGAN,QI1,5,0.1,hours-per-week,1000,953,18,503,0,0.0
adult,1000,2,CTGAN,QI1,5,0.1,income,1000,953,151,0,0,0.0
adult,1000,2,CTGAN,QI1,5,0.1,_overall,1000,953,275,1000,6,0.006
adult,1000,2,RankSwap,QI1,5,0.1,workclass,1000,953,296,302,29,0.029
adult,1000,2,RankSwap,QI1,5,0.1,fnlwgt,1000,953,0,1000,0,0.0
adult,1000,2,RankSwap,QI1,5,0.1,education-num,1000,953,374,304,20,0.02
adult,1000,2,RankSwap,QI1,5,0.1,occupation,1000,953,158,280,24,0.024
adult,1000,2,RankSwap,QI1,5,0.1,relationship,1000,953,393,82,20,0.02
adult,1000,2,RankSwap,QI1,5,0.1,capital-gain,1000,953,421,81,0,0.0
adult,1000,2,RankSwap,QI1,5,0.1,capital-loss,1000,953,433,49,0,0.0
adult,1000,2,RankSwap,QI1,5,0.1,hours-per-week,1000,953,190,503,23,0.023
adult,1000,2,RankSwap,QI1,5,0.1,income,1000,953,344,0,0,0.0
adult,1000,2,RankSwap,QI1,5,0.1,_overall,1000,953,460,1000,94,0.094
adult,1000,2,Synthpop,QI1,5,0.1,workclass,1000,953,243,302,11,0.011
adult,1000,2,Synthpop,QI1,5,0.1,fnlwgt,1000,953,37,1000,33,0.033
adult,1000,2,Synthpop,QI1,5,0.1,education-num,1000,953,436,304,53,0.053
adult,1000,2,Synthpop,QI1,5,0.1,occupation,1000,953,102,280,10,0.01
adult,1000,2,Synthpop,QI1,5,0.1,relationship,1000,953,348,82,7,0.007
adult,1000,2,Synthpop,QI1,5,0.1,capital-gain,1000,953,394,81,2,0.002
adult,1000,2,Synthpop,QI1,5,0.1,capital-loss,1000,953,399,49,1,0.001
adult,1000,2,Synthpop,QI1,5,0.1,hours-per-week,1000,953,168,503,17,0.017
adult,1000,2,Synthpop,QI1,5,0.1,income,1000,953,329,0,0,0.0
adult,1000,2,Synthpop,QI1,5,0.1,_overall,1000,953,436,1000,103,0.103
adult,1000,2,TabDDPM,QI1,5,0.1,workclass,1000,953,637,302,148,0.148
adult,1000,2,TabDDPM,QI1,5,0.1,fnlwgt,1000,953,194,1000,190,0.19
adult,1000,2,TabDDPM,QI1,5,0.1,education-num,1000,953,752,304,184,0.184
adult,1000,2,TabDDPM,QI1,5,0.1,occupation,1000,953,543,280,133,0.133
adult,1000,2,TabDDPM,QI1,5,0.1,relationship,1000,953,693,82,47,0.047
adult,1000,2,TabDDPM,QI1,5,0.1,capital-gain,1000,953,723,81,35,0.035
adult,1000,2,TabDDPM,QI1,5,0.1,capital-loss,1000,953,729,49,23,0.023
adult,1000,2,TabDDPM,QI1,5,0.1,hours-per-week,1000,953,574,503,252,0.252
adult,1000,2,TabDDPM,QI1,5,0.1,income,1000,953,697,0,0,0.0
adult,1000,2,TabDDPM,QI1,5,0.1,_overall,1000,953,752,1000,495,0.495
adult,1000,2,TVAE,QI1,5,0.1,workclass,1000,953,302,302,0,0.0
adult,1000,2,TVAE,QI1,5,0.1,fnlwgt,1000,953,0,1000,0,0.0
adult,1000,2,TVAE,QI1,5,0.1,education-num,1000,953,379,304,4,0.004
adult,1000,2,TVAE,QI1,5,0.1,occupation,1000,953,94,280,0,0.0
adult,1000,2,TVAE,QI1,5,0.1,relationship,1000,953,332,82,0,0.0
adult,1000,2,TVAE,QI1,5,0.1,capital-gain,1000,953,316,81,0,0.0
adult,1000,2,TVAE,QI1,5,0.1,capital-loss,1000,953,353,49,0,0.0
adult,1000,2,TVAE,QI1,5,0.1,hours-per-week,1000,953,180,503,0,0.0
adult,1000,2,TVAE,QI1,5,0.1,income,1000,953,307,0,0,0.0
adult,1000,2,TVAE,QI1,5,0.1,_overall,1000,953,418,1000,4,0.004
adult,1000,3,ARF,QI1,5,0.1,workclass,1000,946,159,287,4,0.004
adult,1000,3,ARF,QI1,5,0.1,fnlwgt,1000,946,0,1000,0,0.0
adult,1000,3,ARF,QI1,5,0.1,education-num,1000,946,163,262,5,0.005
adult,1000,3,ARF,QI1,5,0.1,occupation,1000,946,30,262,4,0.004
adult,1000,3,ARF,QI1,5,0.1,relationship,1000,946,213,66,2,0.002
adult,1000,3,ARF,QI1,5,0.1,capital-gain,1000,946,186,85,0,0.0
adult,1000,3,ARF,QI1,5,0.1,capital-loss,1000,946,226,35,0,0.0
adult,1000,3,ARF,QI1,5,0.1,hours-per-week,1000,946,13,515,1,0.001
adult,1000,3,ARF,QI1,5,0.1,income,1000,946,217,0,0,0.0
adult,1000,3,ARF,QI1,5,0.1,_overall,1000,946,285,1000,16,0.016
adult,1000,3,CellSuppression,QI1,5,0.1,workclass,1000,946,659,287,127,0.127
adult,1000,3,CellSuppression,QI1,5,0.1,fnlwgt,1000,946,474,1000,466,0.466
adult,1000,3,CellSuppression,QI1,5,0.1,education-num,1000,946,749,262,193,0.193
adult,1000,3,CellSuppression,QI1,5,0.1,occupation,1000,946,534,262,104,0.104
adult,1000,3,CellSuppression,QI1,5,0.1,relationship,1000,946,696,66,34,0.034
adult,1000,3,CellSuppression,QI1,5,0.1,capital-gain,1000,946,726,85,32,0.032
adult,1000,3,CellSuppression,QI1,5,0.1,capital-loss,1000,946,734,35,10,0.01
adult,1000,3,CellSuppression,QI1,5,0.1,hours-per-week,1000,946,564,515,232,0.232
adult,1000,3,CellSuppression,QI1,5,0.1,income,1000,946,690,0,0,0.0
adult,1000,3,CellSuppression,QI1,5,0.1,_overall,1000,946,749,1000,541,0.541
adult,1000,3,CTGAN,QI1,5,0.1,workclass,1000,946,163,287,5,0.005
adult,1000,3,CTGAN,QI1,5,0.1,fnlwgt,1000,946,0,1000,0,0.0
adult,1000,3,CTGAN,QI1,5,0.1,education-num,1000,946,68,262,1,0.001
adult,1000,3,CTGAN,QI1,5,0.1,occupation,1000,946,28,262,3,0.003
adult,1000,3,CTGAN,QI1,5,0.1,relationship,1000,946,79,66,0,0.0
adult,1000,3,CTGAN,QI1,5,0.1,capital-gain,1000,946,21,85,0,0.0
adult,1000,3,CTGAN,QI1,5,0.1,capital-loss,1000,946,240,35,0,0.0
adult,1000,3,CTGAN,QI1,5,0.1,hours-per-week,1000,946,34,515,0,0.0
adult,1000,3,CTGAN,QI1,5,0.1,income,1000,946,159,0,0,0.0
adult,1000,3,CTGAN,QI1,5,0.1,_overall,1000,946,259,1000,8,0.008
adult,1000,3,RankSwap,QI1,5,0.1,workclass,1000,946,354,287,30,0.03
adult,1000,3,RankSwap,QI1,5,0.1,fnlwgt,1000,946,0,1000,0,0.0
adult,1000,3,RankSwap,QI1,5,0.1,education-num,1000,946,418,262,16,0.016
adult,1000,3,RankSwap,QI1,5,0.1,occupation,1000,946,196,262,27,0.027
adult,1000,3,RankSwap,QI1,5,0.1,relationship,1000,946,433,66,10,0.01
adult,1000,3,RankSwap,QI1,5,0.1,capital-gain,1000,946,463,85,0,0.0
adult,1000,3,RankSwap,QI1,5,0.1,capital-loss,1000,946,480,35,0,0.0
adult,1000,3,RankSwap,QI1,5,0.1,hours-per-week,1000,946,170,515,17,0.017
adult,1000,3,RankSwap,QI1,5,0.1,income,1000,946,397,0,0,0.0
adult,1000,3,RankSwap,QI1,5,0.1,_overall,1000,946,509,1000,81,0.081
adult,1000,3,Synthpop,QI1,5,0.1,workclass,1000,946,293,287,12,0.012
adult,1000,3,Synthpop,QI1,5,0.1,fnlwgt,1000,946,43,1000,42,0.042
adult,1000,3,Synthpop,QI1,5,0.1,education-num,1000,946,466,262,51,0.051
adult,1000,3,Synthpop,QI1,5,0.1,occupation,1000,946,121,262,14,0.014
adult,1000,3,Synthpop,QI1,5,0.1,relationship,1000,946,363,66,3,0.003
adult,1000,3,Synthpop,QI1,5,0.1,capital-gain,1000,946,425,85,0,0.0
adult,1000,3,Synthpop,QI1,5,0.1,capital-loss,1000,946,442,35,0,0.0
adult,1000,3,Synthpop,QI1,5,0.1,hours-per-week,1000,946,134,515,13,0.013
adult,1000,3,Synthpop,QI1,5,0.1,income,1000,946,369,0,0,0.0
adult,1000,3,Synthpop,QI1,5,0.1,_overall,1000,946,466,1000,105,0.105
adult,1000,3,TabDDPM,QI1,5,0.1,workclass,1000,946,651,287,153,0.153
adult,1000,3,TabDDPM,QI1,5,0.1,fnlwgt,1000,946,178,1000,176,0.176
adult,1000,3,TabDDPM,QI1,5,0.1,education-num,1000,946,755,262,170,0.17
adult,1000,3,TabDDPM,QI1,5,0.1,occupation,1000,946,531,262,131,0.131
adult,1000,3,TabDDPM,QI1,5,0.1,relationship,1000,946,693,66,43,0.043
adult,1000,3,TabDDPM,QI1,5,0.1,capital-gain,1000,946,726,85,41,0.041
adult,1000,3,TabDDPM,QI1,5,0.1,capital-loss,1000,946,738,35,15,0.015
adult,1000,3,TabDDPM,QI1,5,0.1,hours-per-week,1000,946,558,515,231,0.231
adult,1000,3,TabDDPM,QI1,5,0.1,income,1000,946,692,0,0,0.0
adult,1000,3,TabDDPM,QI1,5,0.1,_overall,1000,946,755,1000,473,0.473
adult,1000,3,TVAE,QI1,5,0.1,workclass,1000,946,327,287,0,0.0
adult,1000,3,TVAE,QI1,5,0.1,fnlwgt,1000,946,0,1000,0,0.0
adult,1000,3,TVAE,QI1,5,0.1,education-num,1000,946,428,262,9,0.009
adult,1000,3,TVAE,QI1,5,0.1,occupation,1000,946,115,262,3,0.003
adult,1000,3,TVAE,QI1,5,0.1,relationship,1000,946,342,66,0,0.0
adult,1000,3,TVAE,QI1,5,0.1,capital-gain,1000,946,347,85,0,0.0
adult,1000,3,TVAE,QI1,5,0.1,capital-loss,1000,946,365,35,0,0.0
adult,1000,3,TVAE,QI1,5,0.1,hours-per-week,1000,946,185,515,1,0.001
adult,1000,3,TVAE,QI1,5,0.1,income,1000,946,356,0,0,0.0
adult,1000,3,TVAE,QI1,5,0.1,_overall,1000,946,453,1000,13,0.013
adult,1000,4,ARF,QI1,5,0.1,workclass,1000,952,129,289,3,0.003
adult,1000,4,ARF,QI1,5,0.1,fnlwgt,1000,952,0,1000,0,0.0
adult,1000,4,ARF,QI1,5,0.1,education-num,1000,952,117,301,1,0.001
adult,1000,4,ARF,QI1,5,0.1,occupation,1000,952,37,263,7,0.007
adult,1000,4,ARF,QI1,5,0.1,relationship,1000,952,136,80,3,0.003
adult,1000,4,ARF,QI1,5,0.1,capital-gain,1000,952,135,74,0,0.0
adult,1000,4,ARF,QI1,5,0.1,capital-loss,1000,952,154,43,0,0.0
adult,1000,4,ARF,QI1,5,0.1,hours-per-week,1000,952,15,542,3,0.003
adult,1000,4,ARF,QI1,5,0.1,income,1000,952,156,0,0,0.0
adult,1000,4,ARF,QI1,5,0.1,_overall,1000,952,206,1000,16,0.016
adult,1000,4,CellSuppression,QI1,5,0.1,workclass,1000,952,662,289,130,0.13
adult,1000,4,CellSuppression,QI1,5,0.1,fnlwgt,1000,952,496,1000,489,0.489
adult,1000,4,CellSuppression,QI1,5,0.1,education-num,1000,952,753,301,235,0.235
adult,1000,4,CellSuppression,QI1,5,0.1,occupation,1000,952,547,263,119,0.119
adult,1000,4,CellSuppression,QI1,5,0.1,relationship,1000,952,693,80,45,0.045
adult,1000,4,CellSuppression,QI1,5,0.1,capital-gain,1000,952,724,74,31,0.031
adult,1000,4,CellSuppression,QI1,5,0.1,capital-loss,1000,952,737,43,20,0.02
adult,1000,4,CellSuppression,QI1,5,0.1,hours-per-week,1000,952,581,542,268,0.268
adult,1000,4,CellSuppression,QI1,5,0.1,income,1000,952,713,0,0,0.0
adult,1000,4,CellSuppression,QI1,5,0.1,_overall,1000,952,753,1000,586,0.586
adult,1000,4,CTGAN,QI1,5,0.1,workclass,1000,952,112,289,3,0.003
adult,1000,4,CTGAN,QI1,5,0.1,fnlwgt,1000,952,0,1000,0,0.0
adult,1000,4,CTGAN,QI1,5,0.1,education-num,1000,952,28,301,0,0.0
adult,1000,4,CTGAN,QI1,5,0.1,occupation,1000,952,23,263,1,0.001
adult,1000,4,CTGAN,QI1,5,0.1,relationship,1000,952,37,80,0,0.0
adult,1000,4,CTGAN,QI1,5,0.1,capital-gain,1000,952,38,74,0,0.0
adult,1000,4,CTGAN,QI1,5,0.1,capital-loss,1000,952,143,43,0,0.0
adult,1000,4,CTGAN,QI1,5,0.1,hours-per-week,1000,952,16,542,2,0.002
adult,1000,4,CTGAN,QI1,5,0.1,income,1000,952,136,0,0,0.0
adult,1000,4,CTGAN,QI1,5,0.1,_overall,1000,952,190,1000,6,0.006
adult,1000,4,RankSwap,QI1,5,0.1,workclass,1000,952,314,289,36,0.036
adult,1000,4,RankSwap,QI1,5,0.1,fnlwgt,1000,952,2,1000,2,0.002
adult,1000,4,RankSwap,QI1,5,0.1,education-num,1000,952,386,301,28,0.028
adult,1000,4,RankSwap,QI1,5,0.1,occupation,1000,952,191,263,36,0.036
adult,1000,4,RankSwap,QI1,5,0.1,relationship,1000,952,399,80,19,0.019
adult,1000,4,RankSwap,QI1,5,0.1,capital-gain,1000,952,433,74,0,0.0
adult,1000,4,RankSwap,QI1,5,0.1,capital-loss,1000,952,462,43,0,0.0
adult,1000,4,RankSwap,QI1,5,0.1,hours-per-week,1000,952,183,542,31,0.031
adult,1000,4,RankSwap,QI1,5,0.1,income,1000,952,397,0,0,0.0
adult,1000,4,RankSwap,QI1,5,0.1,_overall,1000,952,486,1000,114,0.114
adult,1000,4,Synthpop,QI1,5,0.1,workclass,1000,952,298,289,14,0.014
adult,1000,4,Synthpop,QI1,5,0.1,fnlwgt,1000,952,36,1000,35,0.035
adult,1000,4,Synthpop,QI1,5,0.1,education-num,1000,952,456,301,68,0.068
adult,1000,4,Synthpop,QI1,5,0.1,occupation,1000,952,110,263,15,0.015
adult,1000,4,Synthpop,QI1,5,0.1,relationship,1000,952,365,80,9,0.009
adult,1000,4,Synthpop,QI1,5,0.1,capital-gain,1000,952,411,74,1,0.001
adult,1000,4,Synthpop,QI1,5,0.1,capital-loss,1000,952,427,43,0,0.0
adult,1000,4,Synthpop,QI1,5,0.1,hours-per-week,1000,952,135,542,24,0.024
adult,1000,4,Synthpop,QI1,5,0.1,income,1000,952,352,0,0,0.0
adult,1000,4,Synthpop,QI1,5,0.1,_overall,1000,952,456,1000,130,0.13
adult,1000,4,TabDDPM,QI1,5,0.1,workclass,1000,952,640,289,135,0.135
adult,1000,4,TabDDPM,QI1,5,0.1,fnlwgt,1000,952,151,1000,148,0.148
adult,1000,4,TabDDPM,QI1,5,0.1,education-num,1000,952,734,301,192,0.192
adult,1000,4,TabDDPM,QI1,5,0.1,occupation,1000,952,525,263,120,0.12
adult,1000,4,TabDDPM,QI1,5,0.1,relationship,1000,952,666,80,46,0.046
adult,1000,4,TabDDPM,QI1,5,0.1,capital-gain,1000,952,708,74,31,0.031
adult,1000,4,TabDDPM,QI1,5,0.1,capital-loss,1000,952,718,43,22,0.022
adult,1000,4,TabDDPM,QI1,5,0.1,hours-per-week,1000,952,555,542,267,0.267
adult,1000,4,TabDDPM,QI1,5,0.1,income,1000,952,686,0,0,0.0
adult,1000,4,TabDDPM,QI1,5,0.1,_overall,1000,952,734,1000,479,0.479
adult,1000,4,TVAE,QI1,5,0.1,workclass,1000,952,286,289,0,0.0
adult,1000,4,TVAE,QI1,5,0.1,fnlwgt,1000,952,0,1000,0,0.0
adult,1000,4,TVAE,QI1,5,0.1,education-num,1000,952,374,301,10,0.01
adult,1000,4,TVAE,QI1,5,0.1,occupation,1000,952,102,263,6,0.006
adult,1000,4,TVAE,QI1,5,0.1,relationship,1000,952,308,80,0,0.0
adult,1000,4,TVAE,QI1,5,0.1,capital-gain,1000,952,287,74,0,0.0
adult,1000,4,TVAE,QI1,5,0.1,capital-loss,1000,952,323,43,0,0.0
adult,1000,4,TVAE,QI1,5,0.1,hours-per-week,1000,952,162,542,3,0.003
adult,1000,4,TVAE,QI1,5,0.1,income,1000,952,313,0,0,0.0
adult,1000,4,TVAE,QI1,5,0.1,_overall,1000,952,407,1000,19,0.019
adult,10000,0,ARF,QI1,5,0.1,workclass,10000,5206,4498,2962,41,0.0041
adult,10000,0,ARF,QI1,5,0.1,fnlwgt,10000,5206,0,10000,0,0.0
adult,10000,0,ARF,QI1,5,0.1,education-num,10000,5206,5611,2870,270,0.027
adult,10000,0,ARF,QI1,5,0.1,occupation,10000,5206,853,2783,36,0.0036
adult,10000,0,ARF,QI1,5,0.1,relationship,10000,5206,5074,756,75,0.0075
adult,10000,0,ARF,QI1,5,0.1,capital-gain,10000,5206,6057,829,0,0.0
adult,10000,0,ARF,QI1,5,0.1,capital-loss,10000,5206,6487,444,0,0.0
adult,10000,0,ARF,QI1,5,0.1,hours-per-week,10000,5206,686,5344,25,0.0025
adult,10000,0,ARF,QI1,5,0.1,income,10000,5206,5278,0,0,0.0
adult,10000,0,ARF,QI1,5,0.1,_overall,10000,5206,6999,10000,417,0.0417
adult,10000,0,CellSuppression,QI1,5,0.1,workclass,10000,5206,7565,2962,958,0.0958
adult,10000,0,CellSuppression,QI1,5,0.1,fnlwgt,10000,5206,3496,10000,3122,0.3122
adult,10000,0,CellSuppression,QI1,5,0.1,education-num,10000,5206,9575,2870,2291,0.2291
adult,10000,0,CellSuppression,QI1,5,0.1,occupation,10000,5206,5181,2783,895,0.0895
adult,10000,0,CellSuppression,QI1,5,0.1,relationship,10000,5206,8400,756,538,0.0538
adult,10000,0,CellSuppression,QI1,5,0.1,capital-gain,10000,5206,8958,829,182,0.0182
adult,10000,0,CellSuppression,QI1,5,0.1,capital-loss,10000,5206,9241,444,93,0.0093
adult,10000,0,CellSuppression,QI1,5,0.1,hours-per-week,10000,5206,5883,5344,1580,0.158
adult,10000,0,CellSuppression,QI1,5,0.1,income,10000,5206,8357,0,0,0.0
adult,10000,0,CellSuppression,QI1,5,0.1,_overall,10000,5206,9575,10000,4163,0.4163
adult,10000,0,CTGAN,QI1,5,0.1,workclass,10000,5206,3984,2962,93,0.0093
adult,10000,0,CTGAN,QI1,5,0.1,fnlwgt,10000,5206,1,10000,1,0.0001
adult,10000,0,CTGAN,QI1,5,0.1,education-num,10000,5206,6064,2870,398,0.0398
adult,10000,0,CTGAN,QI1,5,0.1,occupation,10000,5206,1265,2783,44,0.0044
adult,10000,0,CTGAN,QI1,5,0.1,relationship,10000,5206,4917,756,88,0.0088
adult,10000,0,CTGAN,QI1,5,0.1,capital-gain,10000,5206,5042,829,0,0.0
adult,10000,0,CTGAN,QI1,5,0.1,capital-loss,10000,5206,5581,444,0,0.0
adult,10000,0,CTGAN,QI1,5,0.1,hours-per-week,10000,5206,2012,5344,21,0.0021
adult,10000,0,CTGAN,QI1,5,0.1,income,10000,5206,5085,0,0,0.0
adult,10000,0,CTGAN,QI1,5,0.1,_overall,10000,5206,6941,10000,585,0.0585
adult,10000,0,RankSwap,QI1,5,0.1,workclass,10000,5206,4877,2962,175,0.0175
adult,10000,0,RankSwap,QI1,5,0.1,fnlwgt,10000,5206,0,10000,0,0.0
adult,10000,0,RankSwap,QI1,5,0.1,education-num,10000,5206,6168,2870,369,0.0369
adult,10000,0,RankSwap,QI1,5,0.1,occupation,10000,5206,2094,2783,147,0.0147
adult,10000,0,RankSwap,QI1,5,0.1,relationship,10000,5206,5802,756,292,0.0292
adult,10000,0,RankSwap,QI1,5,0.1,capital-gain,10000,5206,6538,829,0,0.0
adult,10000,0,RankSwap,QI1,5,0.1,capital-loss,10000,5206,6883,444,0,0.0
adult,10000,0,RankSwap,QI1,5,0.1,hours-per-week,10000,5206,2939,5344,101,0.0101
adult,10000,0,RankSwap,QI1,5,0.1,income,10000,5206,5754,0,0,0.0
adult,10000,0,RankSwap,QI1,5,0.1,_overall,10000,5206,7250,10000,912,0.0912
adult,10000,0,Synthpop,QI1,5,0.1,workclass,10000,5206,4977,2962,120,0.012
adult,10000,0,Synthpop,QI1,5,0.1,fnlwgt,10000,5206,158,10000,87,0.0087
adult,10000,0,Synthpop,QI1,5,0.1,education-num,10000,5206,7482,2870,1093,0.1093
adult,10000,0,Synthpop,QI1,5,0.1,occupation,10000,5206,1974,2783,95,0.0095
adult,10000,0,Synthpop,QI1,5,0.1,relationship,10000,5206,5899,756,242,0.0242
adult,10000,0,Synthpop,QI1,5,0.1,capital-gain,10000,5206,6771,829,8,0.0008
adult,10000,0,Synthpop,QI1,5,0.1,capital-loss,10000,5206,7092,444,1,0.0001
adult,10000,0,Synthpop,QI1,5,0.1,hours-per-week,10000,5206,2840,5344,65,0.0065
adult,10000,0,Synthpop,QI1,5,0.1,income,10000,5206,5938,0,0,0.0
adult,10000,0,Synthpop,QI1,5,0.1,_overall,10000,5206,7482,10000,1424,0.1424
adult,10000,0,TabDDPM,QI1,5,0.1,workclass,10000,5206,6550,2962,699,0.0699
adult,10000,0,TabDDPM,QI1,5,0.1,fnlwgt,10000,5206,77,10000,61,0.0061
adult,10000,0,TabDDPM,QI1,5,0.1,education-num,10000,5206,8648,2870,1718,0.1718
adult,10000,0,TabDDPM,QI1,5,0.1,occupation,10000,5206,3999,2783,629,0.0629
adult,10000,0,TabDDPM,QI1,5,0.1,relationship,10000,5206,7416,756,427,0.0427
adult,10000,0,TabDDPM,QI1,5,0.1,capital-gain,10000,5206,7959,829,89,0.0089
adult,10000,0,TabDDPM,QI1,5,0.1,capital-loss,10000,5206,8304,444,50,0.005
adult,10000,0,TabDDPM,QI1,5,0.1,hours-per-week,10000,5206,4695,5344,1069,0.1069
adult,10000,0,TabDDPM,QI1,5,0.1,income,10000,5206,7313,0,0,0.0
adult,10000,0,TabDDPM,QI1,5,0.1,_overall,10000,5206,8669,10000,2760,0.276
adult,10000,0,TVAE,QI1,5,0.1,workclass,10000,5206,4361,2962,68,0.0068
adult,10000,0,TVAE,QI1,5,0.1,fnlwgt,10000,5206,0,10000,0,0.0
adult,10000,0,TVAE,QI1,5,0.1,education-num,10000,5206,6094,2870,854,0.0854
adult,10000,0,TVAE,QI1,5,0.1,occupation,10000,5206,1660,2783,24,0.0024
adult,10000,0,TVAE,QI1,5,0.1,relationship,10000,5206,5174,756,176,0.0176
adult,10000,0,TVAE,QI1,5,0.1,capital-gain,10000,5206,5378,829,0,0.0
adult,10000,0,TVAE,QI1,5,0.1,capital-loss,10000,5206,5900,444,0,0.0
