dataset,size_dir,sample,method,n_rows_train,n_rows_synth,mean_tvd,mean_jsd,cat_coverage,pairwise_tvd,mean_mean_err_pct,mean_std_err_pct,mean_wasserstein,corr_diff,sdv_col_shapes,sdv_col_pairs,tstr_score,trtr_score,tstr_ratio,prop_score
adult,size_1000,sample_00,MST_eps10,1000,1000,0.01622222222222221,0.03252539021405074,0.988095238095238,0.07355555555555555,34.82049038742327,40.02907412139995,0.026661326477238203,0.09580771486899134,0.9189333333333333,0.8137470679855481,0.48725063792052986,0.7528997338032836,0.6471653740591192,0.5768307553386044
adult,size_1000,sample_00,CTGAN,1000,1000,0.07499999999999991,0.07016855424065344,0.988095238095238,0.17666666666666664,18.287538155147036,26.690480921302402,0.05304845321317277,0.0708479843935171,0.8186,0.8237489534957012,0.43214082907438955,0.7528997338032836,0.5739686303699794,0.7251194749081858
adult,size_1000,sample_00,MST_eps1000,1000,1000,0.004222222222222221,0.009250485498362099,1.0,0.04955555555555555,147.317695682575,8.577594684487423,0.0501082653253404,0.04441618232974516,0.7973333333333332,0.8149512250716848,0.5541346513352967,0.7528997338032836,0.7360005939469226,0.9636962131612471
adult,size_1000,sample_00,MST_eps1,1000,1000,0.0928888888888888,0.11297223569603582,1.0,0.20827777777777778,36.4911054070926,55.82803143555311,0.0429843833577564,0.07716250547632073,0.8663333333333334,0.6852122019897867,0.4936671839669805,0.7528997338032836,0.6556878183601487,0.6715517553121625
adult,size_1000,sample_00,CellSuppression,1000,771,0.04245453235336495,0.06193987655523944,0.8634920634920635,0.07135894941634241,5.572758446982232,6.17414957821516,0.0100329451830845,0.022412608700783893,0.9629329874621704,0.9332851595353927,0.8729728585341068,0.7528997338032836,1.1,0.5905429707999665
adult,size_1000,sample_00,MST_eps100,1000,1000,0.005222222222222218,0.011978021157850393,0.9920634920634921,0.051666666666666666,50.35472846475187,13.846028951775175,0.043380097121548916,0.040022480527604806,0.7934000000000001,0.7849793466289806,0.6177077758238397,0.7528997338032836,0.8204382974362819,0.9327955925211864
adult,size_1000,sample_00,ARF,1000,1000,0.11988888888888877,0.11060012090315585,0.9960317460317462,0.23911111111111114,33.23833391128834,8.444580259940055,0.023760218916097506,0.02877879328152305,0.8585333333333333,0.7844586576227482,0.6934247680516338,0.7528997338032836,0.9210054630471023,0.6180994250620763
adult,size_1000,sample_00,AIM_eps1,1000,1000,0.12577777777777766,0.15577500968539817,0.7825396825396825,0.24194444444444452,37.003640910327725,58.162717080424834,0.040515158416778774,0.06586074792116395,0.8466000000000001,0.6653051846722978,0.4595928649237473,0.7528997338032836,0.6104303723698565,0.7927510776677308
adult,size_1000,sample_00,RankSwap,1000,1000,0.0,0.0,1.0,0.0,0.16614537136780896,8.375821388950243,0.005575494997428951,0.01845453200530253,0.9873333333333335,0.862500866761526,0.8249142316337394,0.7528997338032836,1.095649519434824,0.4826054858512466
adult,size_1000,sample_00,Synthpop,1000,1000,0.0222222222222222,0.027210725468478872,0.988095238095238,0.06133333333333334,7.223307821334945,6.274950013981625,0.00504906305048262,0.0400621700688082,0.9797333333333333,0.9122907973760376,0.7589231460199202,0.7528997338032836,1.008000284560348,0.48212776441903776
