dataset,size_dir,sample,method,n_rows_train,n_rows_synth,mean_tvd,mean_jsd,cat_coverage,pairwise_tvd,mean_mean_err_pct,mean_std_err_pct,mean_wasserstein,corr_diff,sdv_col_shapes,sdv_col_pairs,tstr_score,trtr_score,tstr_ratio,prop_score,wasserstein_ohe
adult,size_1000,sample_00,AIM_eps3,1000,1000,0.0406666666666666,0.0741210434118719,0.8242063492063492,0.1087777777777778,36.17872770266585,46.21980133193855,0.0271256264483207,0.0570117937278448,0.9328,0.780213443305154,0.7030127704508706,0.7528997338032836,0.9337402296667284,0.6619062373948997,3.7760000000000007
adult,size_1000,sample_00,AIM_eps10,1000,1000,0.0206666666666666,0.0468791360526582,0.8845238095238095,0.0694166666666666,34.77301739273073,37.40622622887325,0.0256880188732992,0.0488354434471021,0.9146,0.8108165159442545,0.7190842145393985,0.7528997338032836,0.9550862912534528,0.604544673424931,5.07
adult,size_1000,sample_00,AIM_eps0.1,1000,1000,0.5452222222222217,0.4804235419586433,0.4977513227513228,0.7886944444444445,462.5354472057608,66.2315774282272,0.2801398346021329,,0.3508666666666667,0.2060725507619251,0.4321408290743895,0.7528997338032836,0.5739686303699794,0.999712224137248,16.812
adult,size_1000,sample_00,AIM_eps0.3,1000,1000,0.2974444444444442,0.2909012988799421,0.6109126984126984,0.4826944444444444,68.33525704492666,22.800596178479125,0.0731637567211441,0.061879064389542,0.6103999999999999,0.5561229239721756,0.6239673132183908,0.7528997338032836,0.8287522031433534,0.9190040141740344,10.152
adult,size_1000,sample_00,MST_eps0.3,1000,1000,0.206222222222222,0.1982219823760125,0.911111111111111,0.361,85.89902230598646,70.7332764630467,0.1197846621733814,,0.6633999999999999,0.5866675522334708,0.4933554817275747,0.7528997338032836,0.6552738160363735,0.8865148077713938,7.736000000000001
adult,size_1000,sample_00,AIM_eps30,1000,1000,0.0192222222222221,0.0326398001785168,0.9563492063492064,0.0581666666666666,26.91692866544878,18.96158111457149,0.0307900780747731,0.0361252264300969,0.7937333333333334,0.8277624838264217,0.7245127848039223,0.7528997338032836,0.962296507992912,0.6881838771752636,4.314
adult,size_1000,sample_00,ARF,1000,1000,0.1198888888888887,0.1106001209031558,0.9960317460317462,0.2391111111111111,33.23833391128834,8.444580259940055,0.0237602189160975,0.028778793281523,0.8585333333333333,0.7844586576227482,0.6934247680516338,0.7528997338032836,0.9210054630471024,0.6175310823581849,3.488
adult,size_1000,sample_00,CellSuppression,1000,771,0.0424545323533649,0.0619398765552394,0.8634920634920635,0.0713589494163424,5.572758446982232,6.17414957821516,0.0100329451830845,0.0224126087007838,0.9629329874621704,0.9332851595353928,0.8729728585341068,0.7528997338032836,1.1,0.592186911858852,1.1616835278858626
adult,size_1000,sample_00,CTGAN,1000,1000,0.0749999999999999,0.0701685542406534,0.988095238095238,0.1766666666666666,18.28753815514704,26.6904809213024,0.0530484532131727,0.0708479843935171,0.8186,0.8237489534957012,0.4321408290743895,0.7528997338032836,0.5739686303699794,0.726219251205315,3.2439999999999998
adult,size_1000,sample_00,AIM_eps100,1000,1000,0.009111111111111,0.016406744042957,0.9722222222222222,0.0380277777777777,51.76857397194098,17.321430651443194,0.0452488385238313,0.0507199600757835,0.7939999999999999,0.7910914314231583,0.757624986898648,0.7528997338032836,1.0062760720751849,0.9416610690998852,5.582
adult,size_1000,sample_00,AIM_eps1,1000,1000,0.1257777777777776,0.1557750096853981,0.7825396825396825,0.2419444444444445,37.003640910327725,58.162717080424834,0.0405151584167787,0.0658607479211639,0.8466000000000001,0.6653051846722978,0.4595928649237473,0.7528997338032836,0.6104303723698565,0.7874789428618708,5.77
adult,size_1000,sample_00,MST_eps0.1,1000,1000,0.4592222222222217,0.3652114207175073,1.0,0.6453333333333334,822.3521094164167,138.8519213482596,0.2609957071233136,0.0756030523711574,0.4983333333333334,0.4209426391163459,0.5313252230987586,0.7528997338032836,0.705705154581728,0.9935004235142696,13.528000000000002
adult,size_1000,sample_00,MST_eps1,1000,1000,0.0928888888888888,0.1129722356960358,1.0,0.2082777777777777,36.4911054070926,55.82803143555311,0.0429843833577564,0.0771625054763207,0.8663333333333334,0.6852122019897867,0.4936671839669805,0.7528997338032836,0.6556878183601487,0.6765229922159306,5.013999999999999
adult,size_1000,sample_00,MST_eps10,1000,1000,0.0162222222222222,0.0325253902140507,0.988095238095238,0.0735555555555555,34.82049038742327,40.02907412139995,0.0266613264772382,0.0958077148689913,0.9189333333333332,0.8137470679855481,0.4872506379205298,0.7528997338032836,0.6471653740591192,0.5818392253539976,4.978
adult,size_1000,sample_00,MST_eps100,1000,1000,0.0052222222222222,0.0119780211578503,0.992063492063492,0.0516666666666666,50.35472846475187,13.846028951775176,0.0433800971215489,0.0400224805276048,0.7934000000000001,0.7849793466289806,0.6177077758238397,0.7528997338032836,0.8204382974362819,0.9326334210349962,5.507999999999998
adult,size_1000,sample_00,MST_eps1000,1000,1000,0.0042222222222222,0.009250485498362,1.0,0.0495555555555555,147.317695682575,8.577594684487423,0.0501082653253404,0.0444161823297451,0.7973333333333332,0.8149512250716848,0.5541346513352967,0.7528997338032836,0.7360005939469226,0.9636331319721296,7.23
adult,size_1000,sample_00,MST_eps3,1000,1000,0.0338888888888888,0.0590308375486593,1.0,0.1112777777777777,84.17973274131309,32.36399722393602,0.027683736319257,0.0613703812911316,0.8375333333333332,0.8904830680030144,0.5881347453417686,0.7528997338032836,0.7811594543840276,0.909684369233739,3.69
adult,size_1000,sample_00,MST_eps30,1000,1000,0.0076666666666666,0.0164967993705324,0.988095238095238,0.0721666666666666,52.758689650032295,4.013079903787696,0.0145127329681751,0.0565703536629729,0.8567999999999999,0.9333783080716924,0.6435563208431813,0.7528997338032836,0.8547702859539749,0.9125203497360084,3.022
adult,size_1000,sample_00,MST_eps300,1000,1000,0.0044444444444444,0.0098641718313369,0.992063492063492,0.0634444444444444,54.47093615658765,2.896980559901185,0.0141898601985163,0.0478601998162233,0.8587999999999999,0.9030290333464602,0.6344967582674022,0.7528997338032836,0.8427373921065945,0.913518119727323,2.9720000000000004
adult,size_1000,sample_00,MWEMPGM_eps0.3,1000,1000,0.2313333333333331,0.2205833061072206,0.8888888888888888,0.40175,162.59376747678346,29.325676921923733,0.121580273109229,0.1001047213072561,0.6511333333333333,0.6125258532399579,0.4391449045619304,0.7528997338032836,0.5832714301614329,0.9410121131543152,7.842
adult,size_1000,sample_00,MWEMPGM_eps100,1000,1000,0.0043333333333333,0.0088985650709236,0.992063492063492,0.0492222222222222,51.48262590237353,12.254219084683733,0.0221640668878937,0.0713542058495486,0.8538666666666667,0.8912270805345561,0.6813006936298516,0.7528997338032836,0.9049022903723996,0.9140708473844004,2.0680000000000005
adult,size_1000,sample_00,MWEMPGM_eps10,1000,1000,0.0142222222222221,0.02863537816531,0.9722222222222222,0.0656666666666666,54.69222797677812,12.27005031951844,0.0244573330918198,0.0795386377673487,0.8465333333333334,0.8774805734928083,0.6928746928746929,0.7528997338032836,0.9202748542393544,0.9197067812809304,2.298
adult,size_1000,sample_00,MWEMPGM_eps0.1,1000,1000,0.4378888888888885,0.3667729828116848,0.8511904761904763,0.6964722222222223,282.5264516407144,61.42761750498541,0.1712732590280933,0.1712444842657427,0.5112666666666666,0.4066444416000659,0.4752125389217367,0.7528997338032836,0.6311763937783272,0.9671127314039688,12.778
adult,size_1000,sample_00,MWEMPGM_eps1,1000,1000,0.105111111111111,0.1178942780050237,0.9325396825396824,0.2108611111111111,113.21747149337732,21.054766175223563,0.0524188912710547,0.0876483636625076,0.7779333333333334,0.7436727359288686,0.4321408290743895,0.7528997338032836,0.5739686303699794,0.8980285512895968,4.432
adult,size_1000,sample_00,MWEMPGM_eps1000,1000,1000,0.0029999999999999,0.0068365731129597,0.9960317460317462,0.0487222222222222,51.766502690005645,11.811681762510553,0.0222135271816586,0.0876769883268504,0.8544666666666667,0.8900230722623678,0.6578590785907859,0.7528997338032836,0.8737671816939352,0.9144165294207552,2.048
adult,size_1000,sample_00,MWEMPGM_eps30,1000,1000,0.0078888888888888,0.0176968338289369,0.9841269841269842,0.0549722222222222,52.21283067594739,12.003305380920082,0.0225482900008646,0.0797350280547735,0.8515333333333331,0.8852951170437067,0.606772376590218,0.7528997338032836,0.8059139208942304,0.9157464724079244,2.15
adult,size_1000,sample_00,MWEMPGM_eps3,1000,1000,0.0377777777777777,0.0616551311803871,0.9285714285714286,0.1033055555555555,50.39907020859733,20.59961155952674,0.0274739817369526,0.0740835052058258,0.8307999999999999,0.8264797496281554,0.6360539644121733,0.7528997338032836,0.8448056703575352,0.9134807426152664,2.68
adult,size_1000,sample_00,MWEMPGM_eps300,1000,1000,0.0039999999999999,0.0073313703831834,1.0,0.04725,50.329087686565664,12.72542537037891,0.0212538448814151,0.0748338402401672,0.854,0.8909118685542737,0.6581042313506271,0.7528997338032836,0.8740927931250487,0.9156690631758514,2.054
adult,size_1000,sample_00,PrivBayes_eps0.1,1000,1000,0.4706666666666662,0.369597645205945,1.0,0.6605000000000001,839.6682164940725,143.51189869967183,0.2594884597375629,0.0592744536533737,0.4967333333333334,0.4137851580723779,0.5177982190969204,0.7528997338032836,0.687738613497021,0.9961159573556402,13.708000000000002
adult,size_1000,sample_00,PrivBayes_eps0.3,1000,1000,0.4389999999999995,0.3494632859467149,0.9841269841269842,0.6312777777777778,833.8994617666723,138.2514527240852,0.2602432223335822,0.0850184826935096,0.5159333333333334,0.4289272512361778,0.5291652688760586,0.7528997338032836,0.7028363074757501,0.993822804480768,13.110000000000005
adult,size_1000,sample_00,PrivBayes_eps1,1000,1000,0.3544444444444441,0.2870680425166756,1.0,0.5188611111111111,502.513717798104,103.8308688737213,0.2179691736722303,0.0571942809684132,0.5672666666666667,0.5090480275498752,0.4995835460383138,0.7528997338032836,0.6635459192531599,0.9841399904516912,10.694
adult,size_1000,sample_00,PrivBayes_eps1000,1000,1000,0.0373333333333332,0.041939720006763,1.0,0.0908055555555555,84.9134215006519,21.26941664936911,0.0257014208559149,0.0743874721722439,0.8353333333333333,0.9083532757972208,0.596078431372549,0.7528997338032836,0.7917102431186679,0.9074821976316286,2.588
adult,size_1000,sample_00,PrivBayes_eps10,1000,1000,0.3068888888888886,0.2525354632221174,1.0,0.4568888888888889,554.3491700031677,126.29342940463476,0.1873310600553428,0.0984447046121165,0.6123999999999998,0.5731968068134202,0.445301296100874,0.7528997338032836,0.5914483377385238,0.9560221331543554,9.562
adult,size_1000,sample_00,PrivBayes_eps3,1000,1000,0.4091111111111107,0.3253923487055938,1.0,0.5905833333333333,536.2098186861555,138.9097321140393,0.1797913158967358,0.0850225106532364,0.5362666666666667,0.4959936301914354,0.5058139534883721,0.7528997338032836,0.6718211346231505,0.9722653638515608,12.098000000000004
adult,size_1000,sample_00,PrivBayes_eps100,1000,1000,0.1483333333333331,0.1353403596744564,1.0,0.2494166666666667,291.3568788368361,95.63993492265128,0.1018152364978614,0.1264217610665156,0.7417333333333332,0.7571032075428679,0.5834954702688117,0.7528997338032836,0.7749975780224763,0.9027704135056996,5.578
adult,size_1000,sample_00,PrivBayes_eps30,1000,1000,0.2765555555555553,0.2281104651506844,1.0,0.4198333333333333,291.28995844080754,77.6935861686217,0.1555798432062488,0.0620103220074103,0.6341333333333332,0.6237325960470899,0.611764705882353,0.7528997338032836,0.8125447232007382,0.9307969925293836,8.032000000000002
adult,size_1000,sample_00,PrivBayes_eps300,1000,1000,0.0676666666666666,0.0706995791503649,1.0,0.1324444444444444,155.28206929769297,54.41341681520131,0.0501768734987075,0.1246579879744882,0.8108666666666667,0.8678768103827745,0.5348089756493644,0.7528997338032836,0.7103322681185397,0.9031078875174468,3.4060000000000006
adult,size_1000,sample_00,PrivSyn_eps0.3,1000,1000,0.2537777777777775,0.2338290681413538,0.8878968253968255,0.4497777777777778,642.2364579003329,141.6736111623584,0.2040566494385629,0.129401774776373,0.6442666666666668,0.5362713018016876,0.4720923155273177,0.7528997338032836,0.6270321189779594,0.9474545034686014,9.802
adult,size_1000,sample_00,PrivSyn_eps10,1000,1000,0.0414444444444444,0.0539951626584614,0.95734126984127,0.1489722222222222,48.48997999270659,31.03377049947378,0.0172352607655895,0.0825042688895268,0.8938,0.8546306474602718,0.6910336040770824,0.7528997338032836,0.917829523586804,0.5205814237031082,2.7620000000000005
adult,size_1000,sample_00,PrivSyn_eps1,1000,1000,0.1304444444444443,0.1379886259205057,0.945436507936508,0.2906111111111112,398.3266809008073,117.19476804975784,0.1060470369576466,0.1597506357378261,0.797,0.7108368593520599,0.4843690149974955,0.7528997338032836,0.643338007952752,0.810137230791418,5.26
